"","V1","Valor p bruto","Valor p ajustado"
"SNP10",102.996042006969,1.49261318339276e-09,2.98522636678552e-08
"SNP1",100.944503238508,3.32921288165099e-08,6.65842576330197e-07
"SNP30",97.5996843465867,4.8673925062435e-06,9.734785012487e-05
"SNP20",92.2293241527307,7.92491554203735e-05,0.00158498310840747
"SNP50",63.7344912008134,0.00348276096115947,0.0696552192231895
"SNP60",61.6994127676314,0.000132267630082246,0.00264535260164493
"SNP530",12.7185518243807,0.090901837483757,1.81803674967514
"SNP937",11.2924263337923,0.169382749500028,3.38765499000057
"SNP580",9.92999459966544,0.00215329671598718,0.0430659343197436
"SNP917",9.13041166888632,0.0981340146930823,1.96268029386165
"SNP462",6.91612050008412,0.242896257533434,4.85792515066867
"SNP738",6.29062791196658,0.718655453791878,14.3731090758376
"SNP197",6.1013850767857,0.400880227338751,8.01760454677501
"SNP809",5.99417913005927,0.680874624190049,13.617492483801
"SNP456",5.11222258405964,0.777058968176872,15.5411793635374
"SNP133",4.79631062392077,0.173780464024103,3.47560928048207
"SNP996",4.47272774081867,0.335752174280895,6.71504348561791
"SNP359",4.32906634206575,0.407612910807375,8.1522582161475
"SNP11",4.25428387273949,0.259871207342414,5.19742414684828
"SNP845",4.01522834244499,0.1737724605686,3.47544921137199
